PermitNo,Permittee,SiteNo,SiteCompany,SiteAddr1,SiteCity,SiteState,SiteZipCode,MapCategory
FA0000473,SEA GALLEY'S PEPPER MILL ROOM,FA0000473,SEA GALLEY'S PEPPER MILL ROOM,4101 CREDIT UNION DR,ANCHORAGE,AK,99503-6637,08B
FA0000474,Southside Bistro,FA0000474,Southside Bistro,1320 Huffman Park Drive,Anchorage,AK,99515-3553,06F
FA0000475,O'MALLEY ON THE GREEN - RESTAURANT,FA0000475,O'MALLEY ON THE GREEN - RESTAURANT,3651 OMALLEY RD,ANCHORAGE,AK,99507,N/A
FA0000477,Peanut Farm Restaurant,FA0000477,Peanut Farm Restaurant,5227 OLD SEWARD HWY,ANCHORAGE,AK,99518-1454,04A
FA0000483,SIMON & SEAFORTS BAR,FA0000483,SIMON & SEAFORTS BAR,420 L ST,ANCHORAGE,AK,99501-1937,01D
FA0000484,BUCKAROO CLUB,FA0000484,BUCKAROO CLUB,2811 SPENARD RD,ANCHORAGE,AK,99503-3601,03B
FA0000486,ALYESKA RESORT SITZMARK LOUNGE,FA0000486,ALYESKA RESORT SITZMARK LOUNGE,194 OLYMPIC MOUNTAIN LP,GIRDWOOD,AK,99587,60B
FA0000489,PIPER'S LOUNGE,FA0000489,PIPER'S LOUNGE,3450 AVIATION AVE,ANCHORAGE,AK,99502-1002,05A
FA0000490,BARRY'S BARANOF LOUNGE,FA0000490,BARRY'S BARANOF LOUNGE,1166 GAMBELL ST,ANCHORAGE,AK,99501-4626,02B
FA0000491,PANCHO'S VILLA LOUNGE,FA0000491,PANCHO'S VILLA LOUNGE,3104 Spenard RD,ANCHORAGE,AK,99503-3608,03B
FA0000496,WESTMARK - SOLSTICE CAFE LOUNGE,FA0000496,WESTMARK - SOLSTICE CAFE LOUNGE,720 W 5TH AVE,ANCHORAGE,AK,99501-2118,01C
FA0000498,BLUE FOX BAR,FA0000498,BLUE FOX BAR,3461 E TUDOR RD,ANCHORAGE,AK,99507,04B
FA0000500,AL'S ALASKAN INN,FA0000500,AL'S ALASKAN INN,7830 OLD SEWARD HWY,ANCHORAGE,AK,99518-3234,06A
FA0000501,CAPTAIN COOK - CROWS NEST BAR,FA0000501,CAPTAIN COOK - CROWS NEST BAR,939 W 5TH AVE,ANCHORAGE,AK,99501-2032,01D
FA0000507,REILLY'S,FA0000507,REILLY'S,317 W FIREWEED LN,ANCHORAGE,AK,99503-1925,02A
FA0000509,CHILKOOT CHARLIE'S - PATIO BAR,FA0000509,CHILKOOT CHARLIE'S - PATIO BAR,2435 SPENARD RD,ANCHORAGE,AK,99503-1621,03B
FA0000511,Chilkoot Charlie's,FA0000511,Chilkoot Charlie's,2435 Spenard Rd,ANCHORAGE,AK,99503-1621,03B
FA0000512,CAPTAIN COOK - FLETCHER'S BAR,FA0000512,CAPTAIN COOK - FLETCHER'S BAR,939 W 5TH AVE,ANCHORAGE,AK,99501-2032,01D
FA0000513,CLUB PARIS BAR,FA0000513,CLUB PARIS BAR,417 W 5TH AVE,ANCHORAGE,AK,99501-2309,01D
FA0000515,CROSSROADS LOUNGE,FA0000515,CROSSROADS LOUNGE,1402 GAMBELL ST,ANCHORAGE,AK,99501-5338,02B
FA0000518,DOUBLE MUSKY INN BAR,FA0000518,DOUBLE MUSKY INN BAR,2 CROW CREEK RD,GIRDWOOD,AK,99587,61C
FA0000522,"FLIGHT DECK, IMCA, INC.",FA0000522,"FLIGHT DECK, IMCA, INC.",834 W INTERNATIONAL AIRPORT RD,ANCHORAGE,AK,99518,NULL
FA0000524,GASLIGHT BAR,FA0000524,GASLIGHT BAR,721 W 4TH AVE,ANCHORAGE,AK,99501-2106,01D
FA0000527,SPARE ROOM (HAROLD'S),FA0000527,SPARE ROOM (HAROLD'S),3717 MINNESOTA DR,ANCHORAGE,AK,99503-5643,08B
FA0000528,HIDEAWAY BAR,FA0000528,HIDEAWAY BAR,2828 WEST DIMOND BLVD,ANCHORAGE,AK,99502-1677,07F
FA0000533,INDIAN HOUSE BAR - S,FA0000533,INDIAN HOUSE BAR - S,MILE 103.5 SEWARD HWY,GIRDWOOD,AK,99587,NULL
FA0000535,JJ'S SPORTS LOUNGE,FA0000535,JJ'S SPORTS LOUNGE,624 MULDOON RD,ANCHORAGE,AK,99504-2028,04H
FA0000536,SONS OF NORWAY BAR,FA0000536,SONS OF NORWAY BAR,8141 BRIARWOOD ST,ANCHORAGE,AK,99518-3324,06C
FA0000543,SHERATON HOTEL-JOSEPHINES BAR,FA0000543,SHERATON HOTEL-JOSEPHINES BAR,401 E 6TH AVE,ANCHORAGE,AK,99501-2638,01C
FA0000546,BLACK ANGUS STEAK HOUSE & LOUNGE,FA0000546,BLACK ANGUS STEAK HOUSE & LOUNGE,1430 GAMBELL ST,ANCHORAGE,AK,99501-5338,02B
FA0000549,PANHANDLE BAR,FA0000549,PANHANDLE BAR,312 W 4TH AVE,ANCHORAGE,AK,99501,01D
FA0000552,MAD MYRNA'S,FA0000552,MAD MYRNA'S,530 E 5TH AVE,ANCHORAGE,AK,99501-2636,01C
FA0000554,PIONEER CLUB,FA0000554,PIONEER CLUB,739 W 4TH AVE,ANCHORAGE,AK,99501-2106,01D
FA0000555,POLAR BAR,FA0000555,POLAR BAR,507 E 5TH AVE,ANCHORAGE,AK,99501-2635,01C
FA0000558,CABIN TAVERN,FA0000558,CABIN TAVERN,264 MULDOON RD,ANCHORAGE,AK,99504-1502,04I
FA0000560,RALF'S SPORTS BAR,FA0000560,RALF'S SPORTS BAR,3515 MOUNTAIN VIEW DR,ANCHORAGE,AK,99501,01A
FA0000561,DARWINS THEORY BAR,FA0000561,DARWINS THEORY BAR,426 G ST,ANCHORAGE,AK,99501-2127,01D
FA0000567,TIPS BAR,FA0000567,TIPS BAR,12349 OLD GLENN HWY,EAGLE RIVER,AK,99577-7555,50B
FA0000575,ANCH HILTON - BRUINS,FA0000575,ANCH HILTON - BRUINS,500 W 3RD AVE,ANCHORAGE,AK,99501-2210,01E
FA0000582,FIORI D'ITALIA BAR,FA0000582,FIORI D'ITALIA BAR,2502 MCRAE RD,ANCHORAGE,AK,99517-2508,03C
FA0000584,CAPTAIN COOK - WHALES TAIL BAR,FA0000584,CAPTAIN COOK - WHALES TAIL BAR,939 W 5TH AVE,ANCHORAGE,AK,99501-2032,01D
FA0000588,SEA GALLEY BAR,FA0000588,SEA GALLEY BAR,4101 CREDIT UNION DR,ANCHORAGE,AK,99503-6637,08B
FA0000589,BIRCHWOOD SALOON,FA0000589,BIRCHWOOD SALOON,20146 PILOTS RD,CHUGIAK,AK,99567,NULL
FA0000590,BRANDIES,FA0000590,BRANDIES,7828 OLD SEWARD HWY,ANCHORAGE,AK,99518-3234,06A
FA0000591,LONG BRANCH SALOON,FA0000591,LONG BRANCH SALOON,1737 E DIMOND BLVD,ANCHORAGE,AK,99507-3421,06C
FA0000592,PETROLEUM CLUB OF ANCH. - BAR,FA0000592,PETROLEUM CLUB OF ANCH. - BAR,3301 C ST 100,ANCHORAGE,AK,99503-3935,08C
FA0000593,LIONS DEN LOUNGE,FA0000593,LIONS DEN LOUNGE,1000 E 36TH AVE,ANCHORAGE,AK,99508-4304,08C
FA0000595,TROPHY ROOM,FA0000595,TROPHY ROOM,8829 JEWEL LAKE RD,ANCHORAGE,AK,99502-5352,09B
FA0000598,Great Alaska Bush Co.,FA0000598,Great Alaska Bush Co.,631 E International Airport Rd,Anchorage,AK,99518-1302,04A
FA0000600,DART PUB,FA0000600,DART PUB,1402 GAMBELL ST,ANCHORAGE,AK,99501-5338,02B
FA0000605,The Lake Front -Fancy Moose Lounge,FA0000605,The Lake Front -Fancy Moose Lounge,4800 SPENARD RD,ANCHORAGE,AK,99517-3236,03C
FA0000607,SEA GALLEY PEPPER MILL RM BAR,FA0000607,SEA GALLEY PEPPER MILL RM BAR,4101 CREDIT UNION DR,ANCHORAGE,AK,99503-6637,08B
FA0000612,O'MALLEY ON THE GREEN  BAR,FA0000612,O'MALLEY ON THE GREEN  BAR,3651 OMALLEY RD,ANCHORAGE,AK,99507,N/A
FA0000615,"RAVEN, THE",FA0000615,"RAVEN, THE",708 E 4TH AVE,ANCHORAGE,AK,99501-2710,02B
FA0000616,GALLO'S LOUNGE,FA0000616,GALLO'S LOUNGE,8311 ARCTIC BLVD,ANCHORAGE,AK,99503,07H
FA0000621,RICE BOWL BAR,FA0000621,RICE BOWL BAR,810 E 6TH AVE,ANCHORAGE,AK,99501-2745,02B
FA0000626,ALYESKA RESORT AURORA BAR,FA0000626,ALYESKA RESORT AURORA BAR,1000 ARLBERG AVE,GIRDWOOD,AK,99587,60A
FA0000627,EGAN CONVENTION CENTER BAR,FA0000627,EGAN CONVENTION CENTER BAR,555 W 5TH AVE,ANCHORAGE,AK,99501-2247,01D
FA0000628,RED ROBIN BAR DIMOND,FA0000628,RED ROBIN BAR DIMOND,401 E DIMOND BLVD,ANCHORAGE,AK,99515-1911,07H
FA0000632,KALADI BROTHERS COFFEE,FA0000632,KALADI BROTHERS COFFEE,3700 OLD SEWARD HWY,ANCHORAGE,AK,99503-6037,08C
FA0000636,COFFEE CATS CAFE,FA0000636,COFFEE CATS CAFE,2101 ABBOTT RD 6,ANCHORAGE,AK,99507-4623,06C
FA0000637,DARK HORSE COFFEE CO.,FA0000637,DARK HORSE COFFEE CO.,646 F ST,ANCHORAGE,AK,99501,01C
FA0000641,BARTLETT HIGH SCHOOL,FA0000641,BARTLETT HIGH SCHOOL,1101 N MULDOON RD,ANCHORAGE,AK,99504,04I
FA0000642,CENTRAL MIDDLE SCHOOL,FA0000642,CENTRAL MIDDLE SCHOOL,1405 E ST,ANCHORAGE,AK,99501-5047,02B
FA0000643,CHUGIAK HIGH SCHOOL,FA0000643,CHUGIAK HIGH SCHOOL,16525 BIRCHWOOD LOOP RD,CHUGIAK,AK,99567-6701,NULL
FA0000647,ROMIG MIDDLE SCHOOL,FA0000647,ROMIG MIDDLE SCHOOL,2500 MINNESOTA DR,ANCHORAGE,AK,99503-2384,03A
FA0000648,SERVICE HIGH SCHOOL,FA0000648,SERVICE HIGH SCHOOL,5577 ABBOTT RD,ANCHORAGE,AK,99507-4365,06D
FA0000649,WENDLER MIDDLE SCHOOL,FA0000649,WENDLER MIDDLE SCHOOL,2905 LAKE OTIS PKWY,ANCHORAGE,AK,99508-4564,02A
FA0000650,KING CAREER CENTER,FA0000650,KING CAREER CENTER,2650 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99508-4119,02A
FA0000651,MEARS MIDDLE SCHOOL,FA0000651,MEARS MIDDLE SCHOOL,2700 W 100TH AVE,ANCHORAGE,AK,99515-2214,07A
FA0000652,ANCH CHRISTIAN SCHOOL,FA0000652,ANCH CHRISTIAN SCHOOL,6401 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504-3312,04F
FA0000653,GRUENING MIDDLE SCHOOL,FA0000653,GRUENING MIDDLE SCHOOL,9601 LEE ST,EAGLE RIVER,AK,99577-8523,51B
FA0000654,HANSHEW MIDDLE SCHOOL,FA0000654,HANSHEW MIDDLE SCHOOL,10121 LAKE OTIS PKWY,ANCHORAGE,AK,99507-4248,06E
FA0000655,STUDENT NUTRITION CENTER,FA0000655,STUDENT NUTRITION CENTER,1307 LABAR ST,ANCHORAGE,AK,99515-3517,07E
FA0000656,ASIAN KITCHEN - NORTHWOOD,FA0000656,ASIAN KITCHEN - NORTHWOOD,4807 NORTHWOOD DR,ANCHORAGE,AK,99517-3145,03C
FA0000657,Girdwood Elementary School,FA0000657,Girdwood Elementary School,6 CROW CREEK RD,GIRDWOOD,AK,99587,61C
FA0000659,ALASKA REGIONAL HOSPITAL,FA0000659,ALASKA REGIONAL HOSPITAL,2801 DEBARR RD,ANCHORAGE,AK,99508-2932,02E
FA0000660,PROVIDENCE HOSPITAL KITCHEN,FA0000660,PROVIDENCE HOSPITAL KITCHEN,3200 PROVIDENCE DR,ANCHORAGE,AK,99508-4615,02A
FA0000661,NORTH STAR HOSPITAL,FA0000661,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,99508-2948,02E
FA0000664,Providence Extended Care Center,FA0000664,Providence Extended Care Center,4900 EAGLE ST,ANCHORAGE,AK,99503-7446,NULL
FA0000665,NORTH STAR RESIDENTIAL TREATMENT,FA0000665,NORTH STAR RESIDENTIAL TREATMENT,1650 S BRAGAW ST,ANCHORAGE,AK,99508,02F
FA0000669,ANCHORAGE RESCUE MISSION,FA0000669,ANCHORAGE RESCUE MISSION,2823 E TUDOR RD,ANCHORAGE,AK,99507-1137,04B
FA0000671,SALVATION ARMY / ADULT REHAB CENTER,FA0000671,SALVATION ARMY / ADULT REHAB CENTER,660 E 48TH AVE,ANCHORAGE,AK,99503-7317,04A
FA0000678,JOY CHILD DEVELOPMENT CENTER,FA0000678,JOY CHILD DEVELOPMENT CENTER,10111 E EAGLE RIVER LOOP RD,EAGLE RIVER,AK,99577,51D
FA0000679,"HILLCREST CHILDREN'S CTR., INC",FA0000679,"HILLCREST CHILDREN'S CTR., INC",900 HOLLYWOOD DR,ANCHORAGE,AK,99501-1227,01F
FA0000683,ANCHORAGE CHRISTIAN PRESCHOOL,FA0000683,ANCHORAGE CHRISTIAN PRESCHOOL,6505 DEBARR RD,ANCHORAGE,AK,99504-1705,04H
FA0000684,LITTLE RED SCHOOLHOUSE IV,FA0000684,LITTLE RED SCHOOLHOUSE IV,3720 RASPBERRY RD,ANCHORAGE,AK,99502,NULL
FA0000685,LITTLE RED SCHOOLHOUSE I,FA0000685,LITTLE RED SCHOOLHOUSE I,8620 LAKE OTIS PKWY,ANCHORAGE,AK,99507-3525,06C
FA0000686,BRIGHT BEGINNINGS ELC-EAGLE RIVER,FA0000686,BRIGHT BEGINNINGS ELC-EAGLE RIVER,12228 LAKE ST,EAGLE RIVER,AK,99577-7636,50B
FA0000695,TANAINA CHILD DEVELOPMENT CTR,FA0000695,TANAINA CHILD DEVELOPMENT CTR,2801 SPIRIT WY,ANCHORAGE,AK,99508,02A
FA0000696,CAROUSEL CHILD CARE CENTER,FA0000696,CAROUSEL CHILD CARE CENTER,6370 DEBARR RD,ANCHORAGE,AK,99504-1702,04H
FA0000698,LITTLE BEARS PLAYHOUSE,FA0000698,LITTLE BEARS PLAYHOUSE,134 EGLOFF DR,GIRDWOOD,AK,99587,61C
FA0000700,BRIGHT BEGINNINGS EARLY LEARNING,FA0000700,BRIGHT BEGINNINGS EARLY LEARNING,3606 JEWEL LAKE RD,ANCHORAGE,AK,99502-1028,05C
FA0000701,CHUGIAK CFDC,FA0000701,CHUGIAK CFDC,18530 OLD GLENN HWY,CHUGIAK,AK,99567-6460,NULL
FA0000711,STARBRIGHT PRESCHOOL,FA0000711,STARBRIGHT PRESCHOOL,3531 E TUDOR RD,ANCHORAGE,AK,99507,04B
FA0000717,BOOTH MEMORIAL HOME - AL,FA0000717,BOOTH MEMORIAL HOME - AL,3600 E 20TH AVE,ANCHORAGE,AK,99508-3416,02F
FA0000721,COVENANT HOUSE -AL,FA0000721,COVENANT HOUSE -AL,609 F ST,ANCHORAGE,AK,99501-3533,01C
FA0000724,KLATT ELEMENTARY SCHOOL,FA0000724,KLATT ELEMENTARY SCHOOL,11900 JUNIPER ST,ANCHORAGE,AK,99515,07B
FA0000725,ABBOTT LOOP SCHOOL,FA0000725,ABBOTT LOOP SCHOOL,8427 LAKE OTIS PKWY,ANCHORAGE,AK,99507-3520,06C
FA0000727,URSA MAJOR,FA0000727,URSA MAJOR,454 DYEA AVE,ANCHORAGE,AK,99505,NULL
FA0000728,AURORA SCHOOL,FA0000728,AURORA SCHOOL,21-295 ELDER DR,CHUGIAK,AK,99567,NULL
FA0000729,BAXTER ELEMENTARY SCHOOL,FA0000729,BAXTER ELEMENTARY SCHOOL,2991 BAXTER RD,ANCHORAGE,AK,99504-3914,04F
FA0000730,BAYSHORE ELEMENTARY SCHOOL,FA0000730,BAYSHORE ELEMENTARY SCHOOL,10500 BAYSHORE DR,ANCHORAGE,AK,99515-2417,07A
FA0000732,CAMPBELL ELEMENTARY SCHOOL,FA0000732,CAMPBELL ELEMENTARY SCHOOL,7206 ROVENNA ST,ANCHORAGE,AK,99518-2176,07H
FA0000733,CHESTER VALLEY SCHOOL,FA0000733,CHESTER VALLEY SCHOOL,1751 PATTERSON,ANCHORAGE,AK,99504,04H
FA0000734,CHINOOK ELEMENTARY SCHOOL,FA0000734,CHINOOK ELEMENTARY SCHOOL,3101 W 88TH AVE,ANCHORAGE,AK,99502-5364,09B
FA0000735,CHUGACH OPTIONAL ELEMENTARY SCHOOL,FA0000735,CHUGACH OPTIONAL ELEMENTARY SCHOOL,1205 E ST,ANCHORAGE,AK,99501-4425,02B
FA0000736,CHUGIAK ELEMENTARY SCHOOL,FA0000736,CHUGIAK ELEMENTARY SCHOOL,19932 OLD GLENN HWY,CHUGIAK,AK,99567-6460,N/A
FA0000737,COLLEGE GATE ELEMENTARY SCHOOL,FA0000737,COLLEGE GATE ELEMENTARY SCHOOL,3101 SUNFLOWER ST,ANCHORAGE,AK,99508-4752,04E
FA0000738,CREEKSIDE ELEMENTARY SCHOOL,FA0000738,CREEKSIDE ELEMENTARY SCHOOL,7500 E 6TH AVE,ANCHORAGE,AK,99504-1941,04H
FA0000739,DENALI ELEMENTARY SCHOOL,FA0000739,DENALI ELEMENTARY SCHOOL,952 CORDOVA AVE,ANCHORAGE,AK,99501,02B
FA0000740,EAGLE RIVER ELEMENTARY SCHOOL,FA0000740,EAGLE RIVER ELEMENTARY SCHOOL,10900 OLD EAGLE RIVER RD,EAGLE RIVER,AK,99577,52C
FA0000741,HOMESTEAD ELEMENTARY SCHOOL,FA0000741,HOMESTEAD ELEMENTARY SCHOOL,18001 BARONOFF AVE,EAGLE RIVER,AK,99577-8274,51D
FA0000742,HUFFMAN SCHOOL,FA0000742,HUFFMAN SCHOOL,12000 LORRAINE ST,ANCHORAGE,AK,99516,N/A
FA0000743,INLET VIEW ELEMENTARY SCHOOL,FA0000743,INLET VIEW ELEMENTARY SCHOOL,1219 N ST,ANCHORAGE,AK,99501-4271,02B
FA0000745,LAKE OTIS ELEMENTARY SCHOOL,FA0000745,LAKE OTIS ELEMENTARY SCHOOL,3331 LAKE OTIS PKWY,ANCHORAGE,AK,99508,02A
FA0000746,MT SPURR SCHOOL,FA0000746,MT SPURR SCHOOL,8414 Mcguire AVE,ANCHORAGE,AK,99506,NULL
FA0000747,MOUNTAIN VIEW ELEM SCHOOL,FA0000747,MOUNTAIN VIEW ELEM SCHOOL,4005 MC PHEE AVE,ANCHORAGE,AK,99508,01A
FA0000748,MULDOON ELEMENTARY SCHOOL,FA0000748,MULDOON ELEMENTARY SCHOOL,525 CHERRY ST,ANCHORAGE,AK,99504-2125,04I
FA0000749,NORTH STAR ELEMENTARY SCHOOL,FA0000749,NORTH STAR ELEMENTARY SCHOOL,605 W FIREWEED LN,ANCHORAGE,AK,99503-1928,02A
FA0000751,NORTHWOOD SCHOOL,FA0000751,NORTHWOOD SCHOOL,4807 NORTHWOOD DR,ANCHORAGE,AK,99517-3145,03C
FA0000753,OCEANVIEW ELEMENTARY SCHOOL,FA0000753,OCEANVIEW ELEMENTARY SCHOOL,11911 JOHNS RD,ANCHORAGE,AK,99515-3438,07C
FA0000754,O'MALLEY ELEMENTARY SCHOOL,FA0000754,O'MALLEY ELEMENTARY SCHOOL,11100 ROCKRIDGE DR,ANCHORAGE,AK,99516,N/A
FA0000755,ORION SCHOOL,FA0000755,ORION SCHOOL,5112 ARCTIC WARRIOR BLVD,ANCHORAGE,AK,99501,NULL
FA0000756,PTARMIGAN ELEMENTARY SCHOOL,FA0000756,PTARMIGAN ELEMENTARY SCHOOL,888 EDWARD ST,ANCHORAGE,AK,99504-1605,04H
FA0000757,RABBIT CREEK ELEMENTARY SCHOOL,FA0000757,RABBIT CREEK ELEMENTARY SCHOOL,13650 LAKE OTIS PKWY,ANCHORAGE,AK,99516-3413,06H
FA0000758,GOVERNMENT HILL ELEM SCHOOL,FA0000758,GOVERNMENT HILL ELEM SCHOOL,525 E BLUFF DR,ANCHORAGE,AK,99501-1108,01F
FA0000759,ROGERS PARK ELEMENTARY SCHOOL,FA0000759,ROGERS PARK ELEMENTARY SCHOOL,1400 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99508-4221,02D
FA0000761,SCENIC PARK ELEMENTARY SCHOOL,FA0000761,SCENIC PARK ELEMENTARY SCHOOL,3933 PATTERSON ST,ANCHORAGE,AK,99504-4566,04F
FA0000763,TAKU SCHOOL,FA0000763,TAKU SCHOOL,701 E 72ND AVE,ANCHORAGE,AK,99518-2806,06A
FA0000764,TUDOR ELEMENTARY SCHOOL,FA0000764,TUDOR ELEMENTARY SCHOOL,1666 CACHE DR,ANCHORAGE,AK,99507-1326,04B
FA0000766,URSA MINOR SCHOOL,FA0000766,URSA MINOR SCHOOL,336 6TH ST,ANCHORAGE,AK,99505,NULL
FA0000767,WHALEY CENTER,FA0000767,WHALEY CENTER,2220 NICHOLS ST,ANCHORAGE,AK,99508-3455,02F
FA0000768,WILLOW CREST ELEMENTARY SCHOOL,FA0000768,WILLOW CREST ELEMENTARY SCHOOL,1004 W TUDOR RD,ANCHORAGE,AK,99503-7049,08A
FA0000769,WONDER PARK SCHOOL,FA0000769,WONDER PARK SCHOOL,5101 E 4TH AVE,ANCHORAGE,AK,99507,04G
FA0000770,GLADYS WOOD SCHOOL,FA0000770,GLADYS WOOD SCHOOL,7001 CRANBERRY ST,ANCHORAGE,AK,99502-7145,09A
FA0000771,RAVENWOOD ELEMENTARY CAFETERIA,FA0000771,RAVENWOOD ELEMENTARY CAFETERIA,9500 WREN CR,EAGLE RIVER,AK,99577,NULL
FA0000772,BEAR VALLEY ELEMENTARY,FA0000772,BEAR VALLEY ELEMENTARY,15001 MOUNTAIN AIR DR,ANCHORAGE,AK,99516,NULL
FA0000773,FIRE LAKE ELEMENTARY CAFETERIA,FA0000773,FIRE LAKE ELEMENTARY CAFETERIA,13801 HARRY Mc DONALD RD,EAGLE RIVER,AK,99577,50D
FA0000774,SPRING HILL ELEM CAFETERIA,FA0000774,SPRING HILL ELEM CAFETERIA,9911 LAKE OTIS PKWY,ANCHORAGE,AK,99507-4248,06D
FA0000775,MOUNT ILIAMNA ELEMENTARY,FA0000775,MOUNT ILIAMNA ELEMENTARY,4140 EAKER AVE,ANCHORAGE,AK,99506,NULL
FA0000776,WILLARD BOWMAN ELEMENTARY SCH,FA0000776,WILLARD BOWMAN ELEMENTARY SCH,11700 GREGORY RD,ANCHORAGE,AK,99516-1907,06G
FA0000779,CROW CREEK MERCANTILE #1839,FA0000779,CROW CREEK MERCANTILE #1839,2 HIGHTOWER RD,GIRDWOOD,AK,99587,NULL
FA0000780,TESORO NORTHSTORE #007,FA0000780,TESORO NORTHSTORE #007,7550 OLD SEWARD HWY,ANCHORAGE,AK,99518-3227,06A
FA0000781,HOLIDAY STATIONSTORE #607,FA0000781,HOLIDAY STATIONSTORE #607,5497 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99508,04E
FA0000783,MEXICO LINDO MINI STORE,FA0000783,MEXICO LINDO MINI STORE,1201 W TUDOR RD 1,ANCHORAGE,AK,99503-6500,08B
FA0000785,TESORO NORTHSTORE #61,FA0000785,TESORO NORTHSTORE #61,7221 ARCTIC BLVD,ANCHORAGE,AK,99518-2154,07H
LinkoUploaderBusiness2019-01-13T00:00:39.674Z-302,FacilityName,LinkoUploaderBusiness2019-01-13T00:00:39.674Z-302,company3,SiteAddress,NULL,NULL,NULL,NULL
QA-Facility-2019-01-14T19:06:49.062Z-859,QA-FacilityName,QA-Site-2019-01-14T19:06:48.824Z-858,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
Facility2019-01-15T17:45:16.423Z-152,PMCM Inc.,Facility2019-01-15T17:45:16.423Z-152,siteCompany2019-01-15T17:45:16.423Z-151,test-site-address 1- 1 changed,SiteCity,NULL,NULL,NULL
Facility2019-01-15T23:03:50.986Z-152,PMCM Inc.,Facility2019-01-15T23:03:50.986Z-152,siteCompany2019-01-15T23:03:50.986Z-151,test-site-address 1- 1 changed,SiteCity,NULL,NULL,NULL
LinkoUploaderBusiness2019-01-15T23:04:30.512Z-319,businessName,LinkoUploaderBusiness2019-01-15T23:04:30.512Z-319,businessName,NULL,NULL,NULL,NULL,NULL
FacilityName-2019-01-18T05:54:58.960Z-868,FacilityName-2019-01-18T05:54:58.960Z-868,FacilityName-2019-01-18T05:54:58.960Z-868,FacilityName-2019-01-18T05:54:58.960Z-868,NULL,NULL,NULL,NULL,NULL
QA-Facility-2019-01-18T02:32:50.329Z-1015,QA-FacilityName,QA-Site-2019-01-18T02:32:50.181Z-1014,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:51.351Z-1021,QA-FacilityName,QA-Site-2019-01-18T02:32:51.186Z-1020,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:52.518Z-1025,QA-FacilityName,QA-Site-2019-01-18T02:32:52.375Z-1024,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:53.061Z-1031,QA-FacilityName,QA-Site-2019-01-18T02:32:52.926Z-1030,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:53.858Z-1037,QA-FacilityName,QA-Site-2019-01-18T02:32:53.717Z-1036,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:54.541Z-1043,QA-FacilityName,QA-Site-2019-01-18T02:32:54.398Z-1042,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:55.625Z-1047,QA-FacilityName,QA-Site-2019-01-18T02:32:55.476Z-1046,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:32:56.862Z-1069,QA-FacilityName,QA-Site-2019-01-18T02:32:56.724Z-1068,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:33:00.174Z-1091,QA-FacilityName,QA-Site-2019-01-18T02:33:00.011Z-1090,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:33:03.613Z-1113,QA-FacilityName,QA-Site-2019-01-18T02:33:03.466Z-1112,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:33:04.199Z-1117,QA-FacilityName,QA-Site-2019-01-18T02:33:04.058Z-1116,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T02:33:05.000Z-1121,QA-FacilityName,QA-Site-2019-01-18T02:33:04.858Z-1120,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:55:24.476Z-887,QA-FacilityName,QA-Site-2019-01-18T05:55:24.331Z-886,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:03.026Z-897,QA-FacilityName,QA-Site-2019-01-18T05:56:02.879Z-896,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:37.993Z-1015,QA-FacilityName,QA-Site-2019-01-18T05:56:37.792Z-1014,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:39.283Z-1021,QA-FacilityName,QA-Site-2019-01-18T05:56:39.118Z-1020,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:40.664Z-1025,QA-FacilityName,QA-Site-2019-01-18T05:56:40.507Z-1024,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
