PermitNo,ContactID,ContactTypeCode,ProductType,ContactPriority,DateCreated
FA0002856,968,MAILING,FOG,1,2015-03-20 08:09:56.560
FA0002891,969,MAILING,FOG,1,2015-03-20 08:09:56.563
FA0002895,970,MAILING,FOG,1,2015-03-20 08:09:56.567
FA0002896,971,MAILING,FOG,1,2015-03-20 08:09:56.570
FA0002898,972,MAILING,FOG,1,2015-03-20 08:09:56.577
FA0002899,973,MAILING,FOG,1,2015-03-20 08:09:56.580
FA0002906,974,MAILING,FOG,1,2015-03-20 08:09:56.587
FA0002908,975,MAILING,FOG,1,2015-03-20 08:09:56.590
FA0002910,976,MAILING,FOG,1,2015-03-20 08:09:56.593
FA0002911,977,MAILING,FOG,1,2015-03-20 08:09:56.600
FA0002912,978,MAILING,FOG,1,2015-03-20 08:09:56.603
FA0002914,979,MAILING,FOG,1,2015-03-20 08:09:56.630
FA0002948,980,MAILING,FOG,1,2015-03-20 08:09:56.640
FA0002979,981,MAILING,FOG,1,2015-03-20 08:09:56.643
FA0002990,982,MAILING,FOG,1,2015-03-20 08:09:56.650
FA0003004,983,MAILING,FOG,1,2015-03-20 08:09:56.653
FA0003007,984,MAILING,FOG,1,2015-03-20 08:09:56.660
FA0003009,985,MAILING,FOG,1,2015-03-20 08:09:56.663
FA0003019,986,MAILING,FOG,1,2015-03-20 08:09:56.667
FA0003020,987,MAILING,FOG,2,2015-03-20 08:09:56.670
FA0003022,988,MAILING,FOG,1,2015-03-20 08:09:56.677
FA0003026,989,MAILING,FOG,1,2015-03-20 08:09:56.680
FA0003049,991,MAILING,FOG,1,2015-03-20 08:09:56.687
FA0003058,993,MAILING,FOG,1,2015-03-20 08:09:56.697
FA0003066,995,MAILING,FOG,1,2015-03-20 08:09:56.703
FA0003072,997,MAILING,FOG,1,2015-03-20 08:09:56.730
FA0003073,998,MAILING,FOG,1,2015-03-20 08:09:56.733
FA0003086,999,MAILING,FOG,1,2015-03-20 08:09:56.740
FA0003087,1000,MAILING,FOG,1,2015-03-20 08:09:56.743
FA0003089,1001,MAILING,FOG,1,2015-03-20 08:09:56.750
FA0003090,1002,MAILING,FOG,1,2015-03-20 08:09:56.753
FA0003091,1003,MAILING,FOG,1,2015-03-20 08:09:56.757
FA0003095,1004,MAILING,FOG,1,2015-03-20 08:09:56.760
FA0003096,1005,MAILING,FOG,1,2015-03-20 08:09:56.767
FA0003105,1006,MAILING,FOG,1,2015-03-20 08:09:56.770
FA0003132,1007,MAILING,FOG,1,2015-03-20 08:09:56.773
FA0003133,1008,MAILING,FOG,1,2015-03-20 08:09:56.777
FA0003143,1009,MAILING,FOG,1,2015-03-20 08:09:56.780
FA0003146,1010,MAILING,FOG,1,2015-03-20 08:09:56.787
FA0003151,1011,MAILING,FOG,1,2015-03-20 08:09:56.790
FA0003158,1012,OWNER,FOG,1,2015-03-20 08:09:56.793
FA0003159,1013,MAILING,FOG,1,2015-03-20 08:09:56.797
FA0003166,1014,OWNER,FOG,1,2015-03-20 08:09:56.800
FA0003168,1015,MAILING,FOG,1,2015-03-20 08:09:56.807
FA0003169,1016,MAILING,FOG,1,2015-03-20 08:09:56.823
FA0003170,1017,MAILING,FOG,1,2015-03-20 08:09:56.827
FA0003179,1018,MAILING,FOG,1,2015-03-20 08:09:56.830
FA0003180,1019,OWNER,FOG,1,2015-03-20 08:09:56.833
FA0003184,1020,MAILING,FOG,1,2015-03-20 08:09:56.840
FA0003187,1021,MAILING,FOG,1,2015-03-20 08:09:56.843
FA0003195,1022,MAILING,FOG,1,2015-03-20 08:09:56.850
FA0012582,1023,MAILING,FOG,1,2015-03-20 08:09:56.857
FA0003208,1024,MAILING,FOG,1,2015-03-20 08:09:56.863
FA0003221,1025,MAILING,FOG,1,2015-03-20 08:09:56.867
FA0003226,1026,MAILING,FOG,1,2015-03-20 08:09:56.870
FA0003239,1027,MAILING,FOG,1,2015-03-20 08:09:56.880
FA0003240,1028,MAILING,FOG,1,2015-03-20 08:09:56.983
FA0003273,1029,MAILING,FOG,1,2015-03-20 08:09:56.987
FA0003274,1030,MAILING,FOG,1,2015-03-20 08:09:56.990
FA0003297,1031,MAILING,FOG,1,2015-03-20 08:09:56.997
FA0003331,1032,MAILING,FOG,1,2015-03-20 08:09:57.000
FA0003345,1034,MAILING,FOG,1,2015-03-20 08:09:57.023
FA0003371,1035,MAILING,FOG,1,2015-03-20 08:09:57.040
FA0003385,1037,MAILING,FOG,1,2015-03-20 08:09:57.063
FA0003386,1038,MAILING,FOG,1,2015-03-20 08:09:57.087
FA0003387,1039,F_OWNER,FOG,1,2015-03-20 08:09:57.097
FA0003403,1040,MAILING,FOG,1,2015-03-20 08:09:57.103
FA0003450,1043,MAILING,FOG,1,2015-03-20 08:09:57.130
FA0003451,1044,MAILING,FOG,1,2015-03-20 08:09:57.137
FA0003453,1045,MAILING,FOG,1,2015-03-20 08:09:57.140
FA0003457,1046,MAILING,FOG,1,2015-03-20 08:09:57.147
FA0003458,1047,MAILING,FOG,1,2015-03-20 08:09:57.153
FA0003471,1049,MAILING,FOG,1,2015-03-20 08:09:57.163
FA0003473,1050,MAILING,FOG,1,2015-03-20 08:09:57.167
FA0003492,1052,MAILING,FOG,1,2015-03-20 08:09:57.180
FA0003500,1054,MAILING,FOG,1,2015-03-20 08:09:57.190
FA0003517,1056,MAILING,FOG,1,2015-03-20 08:09:57.203
FA0003523,1058,MAILING,FOG,1,2015-03-20 08:09:57.227
FA0003529,1059,MAILING,FOG,1,2015-03-20 08:09:57.250
FA0003538,1060,MAILING,FOG,1,2015-03-20 08:09:57.253
FA0003542,1061,MAILING,FOG,1,2015-03-20 08:09:57.260
FA0003546,1062,MAILING,FOG,1,2015-03-20 08:09:57.267
FA0003550,1063,MAILING,FOG,1,2015-03-20 08:09:57.277
FA0003555,1064,MAILING,FOG,1,2015-03-20 08:09:57.280
FA0003556,1065,MAILING,FOG,1,2015-03-20 08:09:57.287
FA0003571,1066,MAILING,FOG,1,2015-03-20 08:09:57.290
FA0003584,1067,Restaurant Manager,FOG,1,2015-03-20 08:09:57.293
FA0003622,1068,MAILING,FOG,1,2015-03-20 08:09:57.300
FA0003624,1069,MAILING,FOG,1,2015-03-20 08:09:57.303
FA0003636,1070,MAILING,FOG,1,2015-03-20 08:09:57.307
FA0003650,1071,MAILING,FOG,1,2015-03-20 08:09:57.327
FA0003736,1072,MAILING,FOG,1,2015-03-20 08:09:57.330
FA0003737,1073,MAILING,FOG,1,2015-03-20 08:09:57.333
FA0003738,1074,MAILING,FOG,1,2015-03-20 08:09:57.340
FA0003739,1075,MAILING,FOG,1,2015-03-20 08:09:57.347
FA0003749,1076,MAILING,FOG,1,2015-03-20 08:09:57.350
FA0003768,1077,MAILING,FOG,1,2015-03-20 08:09:57.353
FA0003781,1078,MAILING,FOG,1,2015-03-20 08:09:57.360
FA0003782,1079,MAILING,FOG,1,2015-03-20 08:09:57.363
FA0003783,1080,MAILING,FOG,1,2015-03-20 08:09:57.367
FA0003787,1081,MAILING,FOG,1,2015-03-20 08:09:57.370
FA0003801,1082,MAILING,FOG,1,2015-03-20 08:09:57.377
FA0003804,1083,MAILING,FOG,1,2015-03-20 08:09:57.380
FA0003810,1084,MAILING,FOG,1,2015-03-20 08:09:57.383
FA0003812,1085,MAILING,FOG,1,2015-03-20 08:09:57.390
FA0003829,1086,MAILING,FOG,1,2015-03-20 08:09:57.393
FA0003830,1087,MAILING,FOG,1,2015-03-20 08:09:57.400
FA0003831,1088,MAILING,FOG,1,2015-03-20 08:09:57.403
FA0003832,1089,MAILING,FOG,1,2015-03-20 08:09:57.407
FA0003833,1090,MAILING,FOG,1,2015-03-20 08:09:57.423
FA0003834,1091,MAILING,FOG,1,2015-03-20 08:09:57.430
FA0003835,1092,MAILING,FOG,1,2015-03-20 08:09:57.433
FA0003836,1093,MAILING,FOG,1,2015-03-20 08:09:57.437
FA0003839,1094,MAILING,FOG,1,2015-03-20 08:09:57.440
FA0003845,1095,MAILING,FOG,1,2015-03-20 08:09:57.447
FA0003846,1096,MAILING,FOG,1,2015-03-20 08:09:57.450
FA0003847,1097,MAILING,FOG,1,2015-03-20 08:09:57.453
FA0003849,1098,MAILING,FOG,1,2015-03-20 08:09:57.457
FA0003850,1099,MAILING,FOG,1,2015-03-20 08:09:57.463
FA0003855,1100,MAILING,FOG,1,2015-03-20 08:09:57.467
FA0003857,1101,MAILING,FOG,1,2015-03-20 08:09:57.470
FA0003860,1102,MAILING,FOG,1,2015-03-20 08:09:57.477
FA0003866,1103,MAILING,FOG,1,2015-03-20 08:09:57.480
FA0003867,1104,MAILING,FOG,1,2015-03-20 08:09:57.493
FA0003873,1105,MAILING,FOG,1,2015-03-20 08:09:57.497
FA0003876,1106,MAILING,FOG,1,2015-03-20 08:09:57.527
FA0003878,1107,MAILING,FOG,1,2015-03-20 08:09:57.530
FA0003889,1108,MAILING,FOG,1,2015-03-20 08:09:57.553
FA0003900,1109,MAILING,FOG,1,2015-03-20 08:09:57.570
FA0003905,1110,MAILING,FOG,1,2015-03-20 08:09:57.573
FA0003918,1111,MAILING,FOG,1,2015-03-20 08:09:57.577
FA0003919,1112,MAILING,FOG,1,2015-03-20 08:09:57.580
FA0003926,1113,MAILING,FOG,1,2015-03-20 08:09:57.587
FA0003930,1114,MAILING,FOG,1,2015-03-20 08:09:57.590
FA0003993,1115,MAILING,FOG,1,2015-03-20 08:09:57.593
FA0004010,1116,MAILING,FOG,1,2015-03-20 08:09:57.600
FA0004020,1117,MAILING,FOG,1,2015-03-20 08:09:57.603
FA0004050,1118,MAILING,FOG,1,2015-03-20 08:09:57.607
FA0004056,1119,MAILING,FOG,1,2015-03-20 08:09:57.620
FA0004064,1120,MAILING,FOG,1,2015-03-20 08:09:57.627
FA0004068,1121,MAILING,FOG,1,2015-03-20 08:09:57.630
FA0004076,1122,MAILING,FOG,1,2015-03-20 08:09:57.637
FA0004086,1123,MAILING,FOG,1,2015-03-20 08:09:57.640
FA0004089,1124,MAILING,FOG,1,2015-03-20 08:09:57.643
FA0004098,1125,MAILING,FOG,1,2015-03-20 08:09:57.647
FA0004113,1126,MAILING,FOG,1,2015-03-20 08:09:57.650
FA0004117,1127,MAILING,FOG,1,2015-03-20 08:09:57.657
FA0004126,1128,MAILING,FOG,1,2015-03-20 08:09:57.660
FA0004134,1129,MAILING,FOG,1,2015-03-20 08:09:57.667
FA0004162,1130,MAILING,FOG,1,2015-03-20 08:09:57.670
FA0004165,1131,MAILING,FOG,1,2015-03-20 08:09:57.673
FA0004166,1132,MAILING,FOG,1,2015-03-20 08:09:57.680
FA0004170,1133,MAILING,FOG,1,2015-03-20 08:09:57.680
FA0004171,1134,MAILING,FOG,1,2015-03-20 08:09:57.690
FA0004172,1135,MAILING,FOG,1,2015-03-20 08:09:57.693
FA0004173,1136,MAILING,FOG,1,2015-03-20 08:09:57.700
FA0004177,1137,MAILING,FOG,1,2015-03-20 08:09:57.703
FA0004179,1138,MAILING,FOG,1,2015-03-20 08:09:57.710
FA0004191,1139,MAILING,FOG,1,2015-03-20 08:09:57.727
FA0004193,1140,OC_FORMAN,FOG,2,2015-03-20 08:09:57.730
FA0004194,1141,MAILING,FOG,1,2015-03-20 08:09:57.733
FA0004196,1142,MAILING,FOG,1,2015-03-20 08:09:57.740
FA0004203,1143,MAILING,FOG,1,2015-03-20 08:09:57.740
FA0004207,1144,MAILING,FOG,1,2015-03-20 08:09:57.747
FA0004209,1145,MAILING,FOG,1,2015-03-20 08:09:57.750
FA0004223,1146,MAILING,FOG,1,2015-03-20 08:09:57.753
FA0004240,1147,MAILING,FOG,1,2015-03-20 08:09:57.760
FA0004291,1148,MAILING,FOG,1,2015-03-20 08:09:57.763
FA0004300,1150,MAILING,FOG,1,2015-03-20 08:09:57.770
FA0004320,1151,MAILING,FOG,1,2015-03-20 08:09:57.777
FA0004322,1152,MAILING,FOG,1,2015-03-20 08:09:57.780
FA0004350,1153,MAILING,FOG,1,2015-03-20 08:09:57.783
FA0004368,1154,MAILING,FOG,1,2015-03-20 08:09:57.790
FA0004396,1155,MAILING,FOG,1,2015-03-20 08:09:57.797
FA0004408,1156,MAILING,FOG,1,2015-03-20 08:09:57.807
FA0004410,1157,MAILING,FOG,1,2015-03-20 08:09:57.823
FA0004416,1158,MAILING,FOG,1,2015-03-20 08:09:57.843
FA0004439,1159,MAILING,FOG,1,2015-03-20 08:09:57.860
FA0004441,1160,MAILING,FOG,1,2015-03-20 08:09:57.870
FA0004445,1161,MAILING,FOG,1,2015-03-20 08:09:57.877
FA0004475,1162,MAILING,FOG,1,2015-03-20 08:09:57.967
FA0004482,1163,MAILING,FOG,1,2015-03-20 08:09:57.970
FA0004492,1164,MAILING,FOG,1,2015-03-20 08:09:57.973
FA0004493,1165,MAILING,FOG,1,2015-03-20 08:09:57.980
FA0004500,1166,MAILING,FOG,1,2015-03-20 08:09:57.983
FA0004505,1167,MAILING,FOG,1,2015-03-20 08:09:57.990
FA0004506,1168,MAILING,FOG,1,2015-03-20 08:09:57.993
FA0004507,1169,MAILING,FOG,1,2015-03-20 08:09:57.997
FA0004526,1170,MAILING,FOG,1,2015-03-20 08:09:58.000
FA0004555,1171,MAILING,FOG,1,2015-03-20 08:09:58.007
FA0004556,1172,MAILING,FOG,1,2015-03-20 08:09:58.013
FA0004619,1174,MAILING,FOG,1,2015-03-20 08:09:58.040
FA0004632,1175,MAILING,FOG,1,2015-03-20 08:09:58.047
FA0004647,1176,MAILING,FOG,1,2015-03-20 08:09:58.057
FA0004677,1177,MAILING,FOG,2,2015-03-20 08:09:58.060
FA0004757,1178,MAILING,FOG,1,2015-03-20 08:09:58.067
FA0004775,1179,MAILING,FOG,1,2015-03-20 08:09:58.070
FA0004783,1180,MAILING,FOG,1,2015-03-20 08:09:58.073
FA0004784,1181,MAILING,FOG,1,2015-03-20 08:09:58.080
FA0004835,1182,MAILING,FOG,1,2015-03-20 08:09:58.087
FA0004840,1183,MAILING,FOG,1,2015-03-20 08:09:58.090
FA0004858,1184,MAILING,FOG,1,2015-03-20 08:09:58.097
FA0004866,1185,MAILING,FOG,1,2015-03-20 08:09:58.127
FA0004867,1186,MAILING,FOG,1,2015-03-20 08:09:58.160
FA0004868,1187,MAILING,FOG,1,2015-03-20 08:09:58.167
FA0004896,1188,MAILING,FOG,1,2015-03-20 08:09:58.170
FA0004969,1189,MAILING,FOG,1,2015-03-20 08:09:58.173
FA0004970,1190,MAILING,FOG,1,2015-03-20 08:09:58.180
FA0004984,1191,MAILING,FOG,1,2015-03-20 08:09:58.183
FA0004992,1192,MAILING,FOG,1,2015-03-20 08:09:58.187
FA0004997,1193,MAILING,FOG,1,2015-03-20 08:09:58.193
FA0004999,1194,MAILING,FOG,1,2015-03-20 08:09:58.197
FA0005002,1195,MAILING,FOG,1,2015-03-20 08:09:58.200
FA0005006,1196,MAILING,FOG,1,2015-03-20 08:09:58.207
FA0005021,1198,MAILING,FOG,1,2015-03-20 08:09:58.213
FA0005039,1199,MAILING,FOG,1,2015-03-20 08:09:58.223
FA0005041,1200,MAILING,FOG,1,2015-03-20 08:09:58.240
FA0005066,1201,MAILING,FOG,1,2015-03-20 08:09:58.253
FA0005074,1202,MAILING,FOG,1,2015-03-20 08:09:58.263
FA0005093,1203,MAILING,FOG,1,2015-03-20 08:09:58.270
FA0005094,1204,MAILING,FOG,1,2015-03-20 08:09:58.273
FA0005143,1205,MAILING,FOG,1,2015-03-20 08:09:58.280
FA0005183,1206,MAILING,FOG,1,2015-03-20 08:09:58.283
FA0005189,1207,MAILING,FOG,1,2015-03-20 08:09:58.287
FA0005229,1208,Restaurant Manager,FOG,1,2015-03-20 08:09:58.290
FA0005237,1209,MAILING,FOG,1,2015-03-20 08:09:58.297
FA0005267,1210,MAILING,FOG,1,2015-03-20 08:09:58.300
FA0005268,1211,MAILING,FOG,1,2015-03-20 08:09:58.303
FA0005286,1212,MAILING,FOG,1,2015-03-20 08:09:58.310
FA0005307,1213,MAILING,FOG,1,2015-03-20 08:09:58.313
FA0005312,1214,MAILING,FOG,1,2015-03-20 08:09:58.317
FA0005317,1215,MAILING,FOG,1,2015-03-20 08:09:58.333
FA0005318,1216,MAILING,FOG,1,2015-03-20 08:09:58.340
FA0005322,1217,MAILING,FOG,1,2015-03-20 08:09:58.343
FA0005323,1218,MAILING,FOG,1,2015-03-20 08:09:58.347
FA0005328,1219,MAILING,FOG,1,2015-03-20 08:09:58.350
FA0005332,1220,MAILING,FOG,1,2015-03-20 08:09:58.353
FA0005338,1221,MAILING,FOG,1,2015-03-20 08:09:58.360
FA0005345,1222,MAILING,FOG,1,2015-03-20 08:09:58.363
FA0005356,1223,MAILING,FOG,1,2015-03-20 08:09:58.367
FA0005362,1224,MAILING,FOG,1,2015-03-20 08:09:58.370
FA0005374,1225,MAILING,FOG,1,2015-03-20 08:09:58.377
FA0005377,1226,MAILING,FOG,1,2015-03-20 08:09:58.380
FA0005390,1227,MAILING,FOG,1,2015-03-20 08:09:58.383
FA0005392,1228,MAILING,FOG,1,2015-03-20 08:09:58.390
FA0005393,1229,MAILING,FOG,1,2015-03-20 08:09:58.393
FA0005400,1230,MAILING,FOG,1,2015-03-20 08:09:58.397
FA0005404,1231,MAILING,FOG,1,2015-03-20 08:09:58.410
FA0005408,1233,MAILING,FOG,1,2015-03-20 08:09:58.447
FA0005409,1234,MAILING,FOG,1,2015-03-20 08:09:58.450
FA0005410,1235,MAILING,FOG,1,2015-03-20 08:09:58.453
FA0005419,1236,MAILING,FOG,1,2015-03-20 08:09:58.460
FA0005433,1237,MAILING,FOG,1,2015-03-20 08:09:58.463
FA0005434,1238,MAILING,FOG,1,2015-03-20 08:09:58.467
FA0005438,1239,MAILING,FOG,1,2015-03-20 08:09:58.470
FA0005451,1241,MAILING,FOG,1,2015-03-20 08:09:58.480
FA0005454,1242,MAILING,FOG,1,2015-03-20 08:09:58.483
FA0005456,1243,MAILING,FOG,1,2015-03-20 08:09:58.487
FA0005469,1244,MAILING,FOG,1,2015-03-20 08:09:58.490
FA0005480,1245,MAILING,FOG,1,2015-03-20 08:09:58.497
FA0005481,1246,MAILING,FOG,1,2015-03-20 08:09:58.500
FA0005485,1247,MAILING,FOG,1,2015-03-20 08:09:58.503
FA0005497,1248,MAILING,FOG,1,2015-03-20 08:09:58.510
FA0005500,1249,MAILING,FOG,1,2015-03-20 08:09:58.513
FA0005508,1250,MAILING,FOG,1,2015-03-20 08:09:58.517
FA0005535,1251,MAILING,FOG,1,2015-03-20 08:09:58.540
FA0005541,1252,MAILING,FOG,1,2015-03-20 08:09:58.547
FA0005592,1253,MAILING,FOG,1,2015-03-20 08:09:58.550
FA0005603,1254,MAILING,FOG,1,2015-03-20 08:09:58.553
FA0009948,1255,MAILING,FOG,1,2015-03-20 08:09:58.557
FA0005688,1256,MAILING,FOG,1,2015-03-20 08:09:58.560
FA0005691,1257,MAILING,FOG,1,2015-03-20 08:09:58.567
FA0005692,1258,MAILING,FOG,1,2015-03-20 08:09:58.570
FA0005698,1259,MAILING,FOG,1,2015-03-20 08:09:58.577
FA0005701,1260,MAILING,FOG,1,2015-03-20 08:09:58.580
FA0005715,1261,MAILING,FOG,1,2015-03-20 08:09:58.597
FA0005718,1262,MAILING,FOG,1,2015-03-20 08:09:58.600
FA0005725,1263,MAILING,FOG,1,2015-03-20 08:09:58.603
FA0005729,1264,MAILING,FOG,1,2015-03-20 08:09:58.607
FA0005730,1265,MAILING,FOG,1,2015-03-20 08:09:58.613
FA0005734,1266,MAILING,FOG,1,2015-03-20 08:09:58.617
FA0005738,1267,MAILING,FOG,1,2015-03-20 08:09:58.620
FA0005742,1268,MAILING,FOG,1,2015-03-20 08:09:58.637
FA0005745,1269,MAILING,FOG,1,2015-03-20 08:09:58.640
FA0005752,1270,MAILING,FOG,1,2015-03-20 08:09:58.643
FA0005755,1271,MAILING,FOG,1,2015-03-20 08:09:58.653
FA0005758,1272,MAILING,FOG,1,2015-03-20 08:09:58.660
FA0005763,1273,MAILING,FOG,1,2015-03-20 08:09:58.660
FA0005765,1274,MAILING,FOG,1,2015-03-20 08:09:58.670
FA0005769,1275,MAILING,FOG,1,2015-03-20 08:09:58.673
FA0005772,1276,MAILING,FOG,1,2015-03-20 08:09:58.677
FA0005779,1277,MAILING,FOG,1,2015-03-20 08:09:58.680
FA0005780,1278,MAILING,FOG,1,2015-03-20 08:09:58.683
FA0005786,1279,MAILING,FOG,1,2015-03-20 08:09:58.690
FA0005801,1280,MAILING,FOG,1,2015-03-20 08:09:58.693
FA0005804,1281,MAILING,FOG,1,2015-03-20 08:09:58.697
FA0005805,1282,MAILING,FOG,1,2015-03-20 08:09:58.700
FA0005809,1283,MAILING,FOG,1,2015-03-20 08:09:58.703
FA0005810,1284,MAILING,FOG,1,2015-03-20 08:09:58.710
FA0005814,1285,MAILING,FOG,1,2015-03-20 08:09:58.713
FA0005824,1286,MAILING,FOG,1,2015-03-20 08:09:58.717
FA0005841,1287,MAILING,FOG,1,2015-03-20 08:09:58.720
FA0005843,1288,MAILING,FOG,1,2015-03-20 08:09:58.743
FA0005870,1289,MAILING,FOG,1,2015-03-20 08:09:58.750
FA0005891,1290,MAILING,FOG,1,2015-03-20 08:09:58.753
FA0005903,1291,MAILING,FOG,1,2015-03-20 08:09:58.757
FA0005934,1292,MAILING,FOG,1,2015-03-20 08:09:58.760
FA0005969,1293,MAILING,FOG,1,2015-03-20 08:09:58.767
FA0005970,1294,MAILING,FOG,1,2015-03-20 08:09:58.770
FA0005973,1295,MAILING,FOG,1,2015-03-20 08:09:58.773
FA0005977,1296,MAILING,FOG,1,2015-03-20 08:09:58.777
FA0005981,1297,MAILING,FOG,1,2015-03-20 08:09:58.780
FA0006001,1298,MAILING,FOG,1,2015-03-20 08:09:58.783
FA0006002,1299,MAILING,FOG,1,2015-03-20 08:09:58.790
FA0006025,1300,MAILING,FOG,1,2015-03-20 08:09:58.793
FA0006028,1301,MAILING,FOG,1,2015-03-20 08:09:58.797
FA0006029,1302,MAILING,FOG,1,2015-03-20 08:09:58.800
FA0006030,1303,MAILING,FOG,1,2015-03-20 08:09:58.803
FA0006031,1304,MAILING,FOG,1,2015-03-20 08:09:58.810
FA0006032,1305,MAILING,FOG,1,2015-03-20 08:09:58.813
FA0006053,1306,MAILING,FOG,1,2015-03-20 08:09:58.817
FA0006066,1307,MAILING,FOG,1,2015-03-20 08:09:58.820
FA0006067,1308,MAILING,FOG,1,2015-03-20 08:09:58.823
FA0006070,1309,MAILING,FOG,1,2015-03-20 08:09:58.840
FA0006072,1310,MAILING,FOG,1,2015-03-20 08:09:58.843
FA0006088,1311,MAILING,FOG,1,2015-03-20 08:09:58.850
FA0006109,1312,MAILING,FOG,1,2015-03-20 08:09:58.853
FA0006129,1313,MAILING,FOG,1,2015-03-20 08:09:58.857
FA0006138,1314,MAILING,FOG,1,2015-03-20 08:09:58.870
FA0006140,1315,MAILING,FOG,1,2015-03-20 08:09:58.873
FA0006148,1316,MAILING,FOG,1,2015-03-20 08:09:58.890
FA0006155,1317,MAILING,FOG,1,2015-03-20 08:09:58.990
FA0006156,1318,MAILING,FOG,1,2015-03-20 08:09:58.993
FA0006163,1319,MAILING,FOG,1,2015-03-20 08:09:59.000
FA0006176,1320,MAILING,FOG,1,2015-03-20 08:09:59.003
FA0006187,1321,MAILING,FOG,1,2015-03-20 08:09:59.007
FA0006195,1323,MAILING,FOG,1,2015-03-20 08:09:59.020
FA0006196,1324,MAILING,FOG,1,2015-03-20 08:09:59.023
FA0006197,1325,MAILING,FOG,1,2015-03-20 08:09:59.040
FA0006198,1326,MAILING,FOG,1,2015-03-20 08:09:59.043
FA0006199,1327,MAILING,FOG,1,2015-03-20 08:09:59.050
FA0006200,1328,MAILING,FOG,1,2015-03-20 08:09:59.057
FA0006203,1329,MAILING,FOG,1,2015-03-20 08:09:59.060
FA0006217,1330,MAILING,FOG,1,2015-03-20 08:09:59.063
FA0006229,1331,MAILING,FOG,1,2015-03-20 08:09:59.067
FA0006238,1332,MAILING,FOG,1,2015-03-20 08:09:59.070
FA0006241,1333,MAILING,FOG,1,2015-03-20 08:09:59.077
FA0006245,1334,MAILING,FOG,1,2015-03-20 08:09:59.080
FA0006252,1335,MAILING,FOG,1,2015-03-20 08:09:59.090
FA0006257,1336,MAILING,FOG,1,2015-03-20 08:09:59.097
FA0006264,1337,MAILING,FOG,1,2015-03-20 08:09:59.100
FA0006265,1338,MAILING,FOG,1,2015-03-20 08:09:59.117
FA0006278,1339,MAILING,FOG,1,2015-03-20 08:09:59.163
FA0006279,1340,MAILING,FOG,1,2015-03-20 08:09:59.177
FA0006285,1341,MAILING,FOG,1,2015-03-20 08:09:59.183
FA0006286,1342,MAILING,FOG,1,2015-03-20 08:09:59.190
FA0006287,1343,MAILING,FOG,1,2015-03-20 08:09:59.193
FA0006297,1344,MAILING,FOG,1,2015-03-20 08:09:59.197
FA0006304,1345,MAILING,FOG,1,2015-03-20 08:09:59.203
FA0006308,1346,MAILING,FOG,1,2015-03-20 08:09:59.207
FA0006313,1347,MAILING,FOG,1,2015-03-20 08:09:59.210
FA0006315,1348,MAILING,FOG,1,2015-03-20 08:09:59.217
FA0006328,1350,MAILING,FOG,1,2015-03-20 08:09:59.223
FA0006346,1351,MAILING,FOG,1,2015-03-20 08:09:59.237
FA0006357,1352,MAILING,FOG,1,2015-03-20 08:09:59.250
FA0006362,1353,MAILING,FOG,1,2015-03-20 08:09:59.253
FA0006367,1354,MAILING,FOG,1,2015-03-20 08:09:59.257
FA0006368,1355,MAILING,FOG,1,2015-03-20 08:09:59.260
FA0006378,1356,MAILING,FOG,1,2015-03-20 08:09:59.267
FA0006379,1357,MAILING,FOG,1,2015-03-20 08:09:59.270
FA0006380,1358,MAILING,FOG,1,2015-03-20 08:09:59.277
FA0006381,1359,OC_FORMAN,FOG,3,2015-03-20 08:09:59.280
FA0006382,1360,MAILING,FOG,1,2015-03-20 08:09:59.293
FA0006383,1361,MAILING,FOG,1,2015-03-20 08:09:59.620
FA0006384,1362,OWNER,FOG,1,2015-03-20 08:09:59.647
FA0006385,1363,MAILING,FOG,1,2015-03-20 08:09:59.653
FA0006386,1364,MAILING,FOG,1,2015-03-20 08:09:59.660
FA0006387,1365,MAILING,FOG,1,2015-03-20 08:09:59.663
FA0006388,1366,MAILING,FOG,1,2015-03-20 08:09:59.667
FA0006397,1367,MAILING,FOG,1,2015-03-20 08:09:59.673
FA0006410,1368,MAILING,FOG,1,2015-03-20 08:09:59.677
FA0006411,1369,MAILING,FOG,1,2015-03-20 08:09:59.680
FA0006430,1370,MAILING,FOG,1,2015-03-20 08:09:59.687
FA0006442,1372,MAILING,FOG,1,2015-03-20 08:09:59.693
FA0006446,1373,MAILING,FOG,1,2015-03-20 08:09:59.700
FA0006450,1374,MAILING,FOG,1,2015-03-20 08:09:59.703
FA0006454,1375,MAILING,FOG,1,2015-03-20 08:09:59.707
FA0006456,1376,MAILING,FOG,1,2015-03-20 08:09:59.710
FA0006457,1377,MAILING,FOG,1,2015-03-20 08:09:59.720
FA0006459,1378,MAILING,FOG,1,2015-03-20 08:09:59.723
FA0006465,1379,MAILING,FOG,1,2015-03-20 08:09:59.730
FA0006466,1380,MAILING,FOG,1,2015-03-20 08:09:59.750
FA0006480,1381,MAILING,FOG,1,2015-03-20 08:09:59.753
FA0006485,1382,MAILING,FOG,1,2015-03-20 08:09:59.757
FA0006497,1383,MAILING,FOG,1,2015-03-20 08:09:59.763
FA0006514,1384,MAILING,FOG,1,2015-03-20 08:09:59.770
FA0006515,1385,MAILING,FOG,1,2015-03-20 08:09:59.777
FA0006524,1386,MAILING,FOG,1,2015-03-20 08:09:59.783
FA0006565,1387,MAILING,FOG,1,2015-03-20 08:09:59.790
